-0.00036	6.48366075
-0.00032	6.197604054
-0.00028	4.075366326
-0.00024	6.397358775
-0.0002	3.65935087
-0.00016	3.688646427
-0.00012	1.783331218
-0.00008	6.100360666
-0.00004	6.417285544
0	10.27335104
0.00004	11.10662622
0.00008	10.91433693
0.00012	10.78251448
0.00016	10.62599424
0.0002	10.58692906
0.00024	10.37573384
0.00028	10.24204936
0.00032	10.14326194
0.00036	10.02904371
0.0004	9.78078352
0.00044	9.74417772
0.00048	9.542062117
0.00052	9.382134499
0.00056	9.334263804
0.0006	9.143631425
0.00064	9.097508919
0.00068	8.949960429
0.00072	8.848590557
0.00076	8.71676693
0.0008	8.401051876
0.00084	8.58279192
0.00088	8.548474088
0.00092	8.049970349
0.00096	8.197426149
0.001	7.815992916
0.00104	7.779824286
0.00108	7.830300304
0.00112	7.668982932
0.00116	7.45844457
0.0012	7.624964679
0.00124	7.470553258
0.00128	7.036970483
0.00132	6.434151063
0.00136	7.360732041
0.0014	6.549322085
0.00144	7.129723972
0.00148	6.227926318
0.00152	6.156999932
0.00156	6.162663933
0.0016	5.8135264
0.00164	7.039613987
0.00168	4.42000168
0.00172	6.499009219
0.00176	6.118211943
0.0018	6.489972694
0.00184	4.196132564
0.00188	6.750225602
0.00192	5.831033721
0.00196	6.774847796
0.002	5.546750804
