-0.00054	3.792408584
-0.00048	5.502299847
-0.00042	4.375258369
-0.00036	6.286025779
-0.0003	6.09760227
-0.00024	6.64416249
-0.00018	4.456291475
-0.00012	6.363871506
-0.00006	5.038899271
0	10.28067987
0.00006	11.15395661
0.00012	10.96444088
0.00018	10.92352927
0.00024	10.72504132
0.0003	10.67018307
0.00036	10.50051333
0.00042	10.4421006
0.00048	10.29928493
0.00054	10.17265274
0.0006	10.11652507
0.00066	10.00320202
0.00072	9.991831483
0.00078	9.797460829
0.00084	9.77100059
0.0009	9.69283285
0.00096	9.57709729
0.00102	9.425270698
0.00108	9.345669118
0.00114	9.196981491
0.0012	9.160722731
0.00126	9.183535478
0.00132	8.972348441
0.00138	8.766278012
0.00144	8.700926021
0.0015	8.775005031
0.00156	8.744281681
0.00162	8.454725474
0.00168	8.295307502
0.00174	8.350893037
0.0018	8.46939955
0.00186	8.273672565
0.00192	8.04592281
0.00198	7.985977786
0.00204	7.894087084
0.0021	7.74035208
0.00216	7.861695575
0.00222	7.957224514
0.00228	7.780075755
0.00234	7.786580063
0.0024	7.163545987
0.00246	7.41940765
0.00252	7.594014471
0.00258	7.6048345
0.00264	7.706797996
0.0027	6.561712384
0.00276	6.844931608
0.00282	7.42467971
0.00288	7.446613543
0.00294	6.391949577
0.003	6.868290926
